"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Kalbitor","Ecallantide","INJECTABLE; INJECTION","125277","DYAX CORP.","12/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125277s081lbl.pdf#page=13"
"Kaletra","Lopinavir; Ritonavir","TABLET;ORAL","021906","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021251s059,021906s054lbl.pdf#page=53"
"Kaletra","Lopinavir; Ritonavir","SOLUTION;ORAL","021251","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021251s059,021906s054lbl.pdf#page=53"
"Kaletra","Lopinavir; Ritonavir","CAPSULE;ORAL","021226","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021226s049lbl.pdf#page=53"
"Kazano","Alogliptin Benzoate; METformin Hydrochloride","TABLET;ORAL","203414","TAKEDA PHARMS USA","07/27/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203414s016lbl.pdf#page=32"
"Keppra","Levetiracetam","TABLET;ORAL","021035","UCB INC","08/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021035s113,021505s052lbl.pdf#page=32"
"Keppra","Levetiracetam","SOLUTION;ORAL","021505","UCB INC","08/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021035s113,021505s052lbl.pdf#page=32"
"Keppra XR","Levetiracetam","TABLET, EXTENDED RELEASE;ORAL","022285","UCB INC","08/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022285s034lbl.pdf#page=26"
"Kesimpta","Ofatumumab","SOLUTION;SUBCUTANEOUS","125326","NOVARTIS","09/02/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125326s075lbl.pdf#page=13"
"Ketek","Telithromycin","TABLET;ORAL","021144","SANOFI AVENTIS US","11/04/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021144s019lbl.pdf#page=29"
"Kevzara","Sarilumab","INJECTABLE;INJECTION","761037","SANOFI SYNTHELABO","02/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761037s013lbl.pdf#page=31"
"Keytruda","Pembrolizumab","SOLUTION;INTRAVENOUS","125514","MERCK SHARP DOHME","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s151s152lbl.pdf#page=150"
"Khedezla","Desvenlafaxine","TABLET, EXTENDED RELEASE;ORAL","204683","OSMOTICA PHARM CORP","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204683s007lbl.pdf#page=24"
"Klonopin","Clonazepam","TABLET;ORAL","017533","CHEPLAPHARM","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017533s062lbl.pdf#page=24"
"Kombiglyze XR","Metformin Hydrochloride; Saxagliptin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","200678","ASTRAZENECA AB","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200678s024lbl.pdf#page=47"
"Konvomep","Omeprazole; Sodium Bicarbonate","SUSPENSION;ORAL","213593","AZURITY","08/30/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213593s000lbl.pdf#page=28"
"Korlym","Mifepristone","TABLET;ORAL","202107","CORCEPT THERAP","11/05/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202107s008lbl.pdf#page=20"
"Krystexxa","Pegloticase","INJECTABLE; INJECTION","125293","HORIZON PHARMA","07/07/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125293s104lbl.pdf#page=18"
"Kynamro","Mipomersen Sodium","SOLUTION;SUBCUTANEOUS","203568","KASTLE THERAPS LLC","03/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM337730.pdf"
"Lacosamide","Lacosamide","SOLUTION;ORAL","204839","AMNEAL PHARMS","10/27/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LacosamideTabletsCVMedGuide.pdf"
"Lacosamide","Lacosamide","TABLET;ORAL","204855","ACTAVIS LABS FL INC","10/27/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LACOSAMIDE TABLETSMedGuide.pdf"
"Lacosamide","Lacosamide","TABLET;ORAL","204857","AMNEAL PHARMS NY","08/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LACOSAMIDE ORAL SOLUTIONMed Guide.pdf"
"Lamictal","Lamotrigine","TABLET;ORAL","020241","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
"Lamictal CD","Lamotrigine","TABLET, FOR SUSPENSION;ORAL","020764","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
"Lamictal ODT","Lamotrigine","TABLET, ORALLY DISINTEGRATING;ORAL","022251","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
"Lamictal XR","Lamotrigine","TABLET, EXTENDED RELEASE;ORAL","022115","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022115s029lbl.pdf#page=51"
"Lamictal XR","Lamotrigine","TABLET, EXTENDED RELEASE; ORAL","022509","SMITHKLINE BEECHAM","01/29/2010","https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022509lbl.pdf#page=39"
"Lamisil","Terbinafine Hydrochloride","GRANULE;ORAL","022071","NOVARTIS","03/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020539s029,022071s013lbl.pdf#page=10"
"Lamisil","Terbinafine Hydrochloride","TABLET;ORAL","020539","NOVARTIS","03/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020539s033lbl.pdf#page=11"
"Lamivudine, Nevirapine and Zidovudine","Lamivudine; Nevirapine; Zidovudine","TABLET;ORAL","205626","MICRO LABS","08/13/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205626s000lbl.pdf#page=50"
"Lariam","Mefloquine Hydrochloride","TABLET;ORAL","019591","ROCHE","04/29/2011","https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/019591s026s028lbl.pdf#page=13"
"Latuda","Lurasidone Hydrochloride","TABLET;ORAL","200603","SUNOVION PHARMS INC","12/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200603s035lbl.pdf#page=62"
"Lazanda","Fentanyl Citrate","SPRAY, METERED;NASAL","022569","BTCP PHARMA","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022569s030lbl.pdf#page=35"
"Lemtrada","Alemtuzumab","INJECTABLE;INJECTION","103948","GENZYME","05/26/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/103948s5185lbl.pdf#page=30"
"Leqembi","Ecanemab-Irmb","INJECTABLE;INTRAVENOUS","761269","EISAI INC","07/06/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761269Orig1s001lbl.pdf#page=21"
"Letairis","Ambrisentan","TABLET;ORAL","022081","GILEAD","06/08/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022081s041lbl.pdf#page=26"
"Levaquin","Levofloxacin","SOLUTION;ORAL","021721","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"Levaquin","Levofloxacin","TABLET;ORAL","020634","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020634s073lbl.pdf#page=54"
"Levaquin","Levofloxacin","INJECTABLE;INJECTION","020635","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"Levaquin","Levofloxacin","INJECTABLE;INJECTION","020635","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"Lexapro","Escitalopram Oxalate","TABLET;ORAL","021323","ALLERGAN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021323s057,021365s040lbl.pdf#page=30"
"Lexapro","Escitalopram Oxalate","SOLUTION;ORAL","021365","ALLERGAN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021323s057,021365s040lbl.pdf#page=30"
"Librax","Chlordiazepoxide Hydrochloride; Clidinium Bromide","CAPSULE;ORAL","012750","BAUSCH","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/012750s068lbl.pdf#page=13"
"Librium","Chlordiazepoxide Hydrochloride","CAPSULE;ORAL","012249","VALEANT PHARM INTL","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/012249s049lbl.pdf#page=8"
"Libtayo","Cemiplimab-Rwlc","INJECTABLE;INTRAVENOUS","761097","REGENERON PHARMACEUTICALS","04/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761097s016lbl.pdf#page=36"
"Licart","Diclofenac Epolamine","SYSTEM;TOPICAL","206976","IBSA INST BIO","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/206976s007lbl.pdf#page=21"
"Limbitrol","Amitriptyline Hydrochloride; Chlordiazepoxide","TABLET;ORAL","016949","HERITAGE PHARMS INC","02/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/016949s041lbl.pdf#page=14"
"Limbitrol DS","Amitriptyline Hydrochloride; Chlordiazepoxide","TABLET;ORAL","016949","HERITAGE PHARMS INC","02/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/016949s041lbl.pdf#page=14"
"Lindane","Lindane","SHAMPOO;TOPICAL","087266","OLTA PHARMS","04/05/2004","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LindaneLotionMedGuide.pdf"
"Lindane","Lindane","LOTION;TOPICAL","087313","OLTA PHARMS","09/04/2001","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LindaneShampooMedGuide.pdf"
"Linzess","Linaclotide","CAPSULE;ORAL","202811","ALLERGAN","06/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202811s021lbl.pdf#page=23"
"Lithium Carbonate","Lithium Carbonate","CAPSULE;ORAL","017812","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"Lithium Carbonate","Lithium Carbonate","TABLET;ORAL","018558","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"Lithium Citrate","Lithium Citrate","SYRUP;ORAL","018421","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"Loqtorzi","Toripalimab-Tpzi","INJECTABLE;INTRAVENOUS","761240","COHERUS BIOSCIENCES INC","10/27/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761240s000lbl.pdf#page=24"
"Loreev XR","Lorazepam","CAPSULE, EXTENDED RELEASE;ORAL","214826","Almatica Pharma","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214826s003lbl.pdf#page=16"
"Lotronex","Alosetron Hydrochloride","TABLET;ORAL","021107","SEBELA IRELAND LTD","04/03/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088624.pdf"
"Lumoxiti","Moxetumomab Pasudotox-Tdfk","INJECTABLE;INJECTION","761104","INNATE PHARMA","08/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761104s003lbl.pdf#page=18"
"Lunesta","Eszopiclone","TABLET;ORAL","021476","SUNOVION PHARMS INC","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021476Orig1s038rplLBL.pdf#page=26"
"Lunsumio","Mosunetuzumab-Axgb","INJECTABLE;INTRAVENOUS","761263","GENENTECH, INC","12/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761263s000lbl.pdf#page=21"
"Lupaneta Pack","Leuprolide Acetate for Depot Suspension, Norethindrone Acetate Usp","INJECTABLE;INTRAMUSCULAR; TABLET;ORAL","203696","GLENMARK PHARMACEUTICALS","08/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203696s005s006lbl.pdf#page=30"
"Lupkynis","Voclosporin","CAPSULE;ORAL","213716","AURINIA","01/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213716s000lbl.pdf#page=23"
"Lupron","Leuprolide Acetate","INJECTABLE;INJECTION","019010","ABBVIE ENDOCRINE INC","12/10/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019010s038lbl.pdf#page=27"
"Lupron Depot-Ped Kit","Leuprolide Acetate","POWDER;INTRAMUSCULAR","020263","ABBVIE ENDOCRINE INC","04/14/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020263s053lbl.pdf#page=26"
"Luvox","Fluvoxamine Maleate","TABLET;ORAL","021519","ANI PHARMS","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021519s026lbl.pdf#page=32"
"Luvox CR","Fluvoxamine Maleate","CAPSULE, EXTENDED RELEASE;ORAL","022033","JAZZ PHARMS","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022033s011lbl.pdf#page=26"
"Lybalvi","Olanzapine; Samidorphan L-Malate","TABLET;ORAL","213378","ALKERMES INC","05/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213378s000lbl.pdf#page=40"
"Lynparza","Olaparib","TABLET;ORAL","208558","ASTRAZENECA","11/06/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf#page=58"
"Lynparza","Olaparib","CAPSULE;ORAL","206162","ASTRAZENECA","09/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206162s011lbl.pdf#page=16"
"Lyrica","Pregabalin","SOLUTION;ORAL","022488","UPJOHN","12/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021446s041,022488s018lbl.pdf#page=57"
"Lyrica","Pregabalin","CAPSULE;ORAL","021446","UPJOHN","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021446s041,022488s018lbl.pdf#page=57"
"Lyrica CR","Pregabalin","TABLET, EXTENDED RELEASE;ORAL","209501","UPJOHN","12/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209501s005lbl.pdf#page=31"
"Magnevist","Gadopentetate Dimeglumine","INJECTABLE;INJECTION","021037","BAYER HLTHCARE","07/25/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021037s037s038lbl.pdf#page=13"
"Magnevist","Gadopentetate Dimeglumine","INJECTABLE;INJECTION","019596","BAYER HLTHCARE","07/25/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019596s064s065lbl.pdf#page=12"
"Marplan","Isocarboxazid","TABLET;ORAL","011961","VALIDUS PHARMS INC","11/08/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/011961s045lbl.pdf#page=16"
"Mavenclad","Cladribine","TABLET;ORAL","022561","EMD SERONO INC","09/19/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022561s006lbl.pdf#page=29"
"Mayzent","Siponimod Fumaric Acid","TABLET;ORAL","209884","NOVARTIS","08/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209884s016s018lbl.pdf#page=23"
"Mektov","Binimetinib","TABLET;ORAL","210498","ARRAY BIOPHARMA INC","10/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210498s009lbl.pdf#page=20"
"Meridia","Sibutramine Hydrochloride","CAPSULE;ORAL","020632","ABBOTT","08/04/2010","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020632s034s035MedGuide.pdf"
"Metadate CD","Methylphenidate Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","021259","LANNETT CO INC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021259s034lbl.pdf#page=16"
"Methylin","Methylphenidate Hydrochloride","TABLET, CHEWABLE;ORAL","021475","SPECGX LLC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021475s012lbl.pdf#page=13"
"Methylin","Methylphenidate Hydrochloride","SOLUTION;ORAL","021419","SPECGX LLC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021419s023lbl.pdf#page=17"
"Metoclopramide Hydrochloride","Metoclopramide Hydrochloride","SOLUTION;ORAL","074703","WOCKHARDT BIO AG","04/08/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM244086.pdf"
"Metozolv ODT","Metoclopramide Hydrochloride","TABLET, ORALLY DISINTEGRATING;ORAL","022246","SALIX PHARMS","02/28/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022246s009lbl.pdf#page=18"
"Mifeprex","Mifepristone","TABLET; ORAL","020687","DANCO LABS LLC","03/23/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020687Orig1s026lbl.pdf#page=16"
"Mircera","Methoxy Polyethylene Glycol-Epoetin Beta","INJECTABLE; SUBCUTANEOUS","126164","Vifor International Inc","04/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/126164s087lbl.pdf#page=27"
"Mircera","Methoxy Polyethylene Glycol-Epoetin Beta","SOLUTION; INJECTION","125164","HOFFMAN-LA ROCHE","03/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125164s087lblcorretion.pdf#page=23"
"Mitigare","Colchicine","CAPSULE;ORAL","204820","HIKMA AMERICAS","09/26/2014","http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204820s000lbl.pdf#page=11"
"Mitigare","Colchicine","CAPSULE;ORAL","204820","HIKMA INTL PHARMS","09/26/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM417495.pdf"
"Mobic","Meloxicam","SUSPENSION;ORAL","021530","AVONDALE PHARMS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021530s017lbl.pdf#page=16"
"Mobic","Meloxicam","TABLET;ORAL","020938","BOEHRINGER INGELHEIM","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020938s028lbl.pdf#page=16"
"Morphabond ER","Morphine Sulfate","TABLET, EXTENDED RELEASE;ORAL","206544","DAIICHI SANKYO INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206544s012lbl.pdf#page=38"
"Morphine Sulfate","Morphine Sulfate","TABLET;ORAL","022207","HIKMA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022207s011lbl.pdf#page=29"
"Morphine Sulfate","Morphine Sulfate","SOLUTION;ORAL","022195","HIKMA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022195s021lbl.pdf#page=23"
"Morphine Sulfate","Morphine Sulfate","SOLUTION;ORAL","201517","LANNETT CO INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201517s018lbl.pdf#page=30"
"Motpoly XR","Lacosamide","CAPSULE, EXTENDED RELEASE;ORAL","216185","Aucta Pharmaceuticals","05/04/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216185s000lbl.pdf#page=22"
"Motrin","Ibuprofen","TABLET;ORAL","017463","MCNEIL CONSUMER","09/10/2007","https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/017463s104lbl.pdf#page=13"
"Mounjaro","Tirzepatide","INJECTABLE; SUBCUTANEOUS","215866","ELI LILLY AND COMPANY","07/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215866s002s006lbl.pdf#page=20"
"Movantik","Naloxegol Oxalate","TABLET;ORAL","204760","REDHILL","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204760s009lbl.pdf#page=16"
"Moviprep","Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate","FOR SOLUTION;ORAL","021881","SALIX PHARMS","05/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021881s023lbl.pdf#page=13"
"Moxifloxacin Hydrochloride","Moxifloxacin Hydrochloride","SOLUTION;INTRAVENOUS","205572","FRESENIUS KABI USA","07/26/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205572s007lbl.pdf#page=49"
"MS Contin","Morphine Sulfate","TABLET, EXTENDED RELEASE;ORAL","019516","PURDUE PHARMA LP","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019516s058lbl.pdf#page=32"
"Multaq","Dronedarone Hydrochloride","TABLET;ORAL","022425","SANOFI AVENTIS US","10/23/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022425s028s030lbl.pdf#page=24"
"Multihance","Gadobenate Dimeglumine","INJECTABLE;INTRAVENOUS","021357","BRACCO","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021357s016s017,021358s015s016lbl.pdf#page=34"
"Multihance Multipack","Gadobenate Dimeglumine","INJECTABLE;INTRAVENOUS","021358","BRACCO","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021357s016s017,021358s015s016lbl.pdf#page=34"
"Myalept","Metreleptin","INJECTABLE;INJECTION","125390","AEGERION","02/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125390s024lbl.pdf#page=16"
"Mydayis","Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate","CAPSULE, EXTENDED RELEASE;ORAL","022063","TAKEDA PHARMS USA","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022063s005lbl.pdf#page=25"
"Myfortic","Mycophenolic Sodium","TABLET, DELAYED RELEASE;ORAL","050791","NOVARTIS","03/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/050791s035lbl.pdf#page=23"
"Myobloc","Botulinum Toxin Type B","VIAL","103846","ELAN PHARM","03/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103846s5195lbl.pdf#page=17"
"Mysoline","Primidone","TABLET;ORAL","009170","VALEANT","06/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf#page=7"
"Nalfon","Fenoprofen Calcium","CAPSULE;ORAL","017604","XSPIRE PHARMA","04/28/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088655.pdf"
"Naprelan","Naproxen Sodium","TABLET, EXTENDED RELEASE;ORAL","020353","ALMATICA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020353s038lbl.pdf#page=23"
"Naprosyn","Naproxen","TABLET;ORAL","017581","ATNAHS PHARMA US","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017581s115,018164s065,020067s064lbl.pdf#page=23"
"Naprosyn","Naproxen","SUSPENSION;ORAL","018965","ATNAHS PHARMA US","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018965s027lbl.pdf#page=23"
"Nardil","Phenelzine Sulfate","TABLET;ORAL","011909","PARKE DAVIS","08/02/2007","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088660.pdf"
"Natpara","Parathyroid Hormone","INJECTABLE;INJECTION","125511","NPS PHARMS INC","07/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125511s016lbl.pdf#page=18"
"Nayzilam","Midazolam","SPRAY;NASAL","211321","UCB INC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211321s008lbl.pdf#page=26"
"Nesina","Alogliptin Benzoate","TABLET;ORAL","022271","TAKEDA PHARMS USA","07/27/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022271s015lbl.pdf#page=28"
"Neurontin","Gabapentin","CAPSULE;ORAL","020235","UPJOHN","12/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
"Neurontin","Gabapentin","TABLET;ORAL","020882","UPJOHN","12/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
"Neurontin","Gabapentin","SOLUTION;ORAL","021129","UPJOHN","12/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
"Nexium","Esomeprazole Magnesium","CAPSULE, DELAYED REL PELLETS;ORAL","021153","ASTRAZENECA","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
"Nexium","Esomeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022101","ASTRAZENECA","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
"Nexium","Esomeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","021957","ASTRAZENECA","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
"Nizoral","Ketoconazole","TABLET;ORAL","018533","JANSSEN PHARMS","02/25/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM362592.pdf"
"Nocdurna","Desmopressin Acetate","TABLET;SUBLINGUAL","022517","FERRING PHARMS INC","06/21/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022517s000lbl.pdf#page=14"
"Noctiva","Desmopressin Acetate","SPRAY, METERED;NASAL","201656","SERENITY PHARMS LLC","03/03/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/201656lbl.pdf#page=13"
"Nolvadex","Tamoxifen Citrate","TABLET;ORAL","017970","ASTRAZENECA","03/13/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088661.pdf"
"Norco","Acetaminophen; Hydrocodone Bitartrate","TABLET;ORAL","040099","APIL","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/040099s023lbl.pdf#page=23"
"Noroxin","Norfloxacin","TABLET;ORAL","019384","MERCK","07/26/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM246795.pdf"
"Norpramin","Desipramine Hydrochloride","TABLET;ORAL","014399","VALIDUS PHARMS","11/09/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/014399s066s067mg.pdf"
"Novantrone","Mitoxantrone Hydrochloride","INJECTABLE;INJECTION","019297","EMD SERONO","03/23/2012","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/019297s035mg.pdf"
"Nplate","Romiplostim","INJECTABLE; SUBCUTANEOUS","125268","AMGEN","02/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125268s167lbl.pdf#page=18"
"Nucynta","Tapentadol Hydrochloride","TABLET;ORAL","022304","COLLEGIUM PHARM INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022304s026lbl.pdf#page=40"
"Nucynta","Tapentadol Hydrochloride","SOLUTION;ORAL","203794","COLLEGIUM PHARM INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203794s011lbl.pdf#page=37"
